8.936311003266080661e+03,3.218737329931744284e+02
8.564448670662028235e+03,2.716991415829494940e+02
9.600355809227343343e+03,2.756549173871796938e+02
1.315303580256364330e+04,2.454002678892367157e+02
1.277882239932306766e+04,3.085536182778533885e+02
1.181498588910288527e+04,2.810002543272669868e+02
9.002413947224971707e+03,3.129834585450936402e+02
9.785056629560986039e+03,2.950222266588378375e+02
9.044540811883822244e+03,3.151938623970041249e+02
1.302692143939978996e+04,2.597721692431621250e+02
1.236609322616730424e+04,2.647265005747223086e+02
8.649491501836466341e+03,2.608383753158426543e+02
9.348130790498313218e+03,3.019027888713090420e+02
8.040439040644854686e+03,3.087173450502982064e+02
1.154197301449737643e+04,2.705541228927477277e+02
1.156186437729558202e+04,2.606287814868820192e+02
1.111026851873496707e+04,2.865572337014006621e+02
8.635242458025597443e+03,2.968546966524972390e+02
1.318962226802912483e+04,2.673862225960342016e+02
8.288214814987972204e+03,2.954096449352009017e+02
8.560203045171609119e+03,2.966958089471853555e+02
8.574975698518472200e+03,3.317234187684646827e+02
1.003979845980424761e+04,3.414958633589313308e+02
1.046554886546042871e+04,2.908815596157195955e+02
7.845426403819730695e+03,2.761222804641612356e+02
1.223784462192362116e+04,3.012959328153796719e+02
7.914880760910949903e+03,3.149411131019829782e+02
8.739009552638157402e+03,3.178919541152002921e+02
1.162309664983102448e+04,3.211656834837530710e+02
1.008924490011626403e+04,2.996120482807506846e+02
9.286006202533892065e+03,3.152636729211998272e+02
1.095579012229068394e+04,2.682884583152062419e+02
1.383193608182553544e+04,2.831611697117896824e+02
1.069300766091918013e+04,2.897548189586377134e+02
1.275045333032684175e+04,2.978449670678112966e+02
9.003166075190079937e+03,3.203452868650234109e+02
1.403460756150493398e+04,2.881069822442963186e+02
8.448625617528197836e+03,2.863015652950554113e+02
7.854247511152858351e+03,2.984091882613177518e+02
1.166822286494719083e+04,2.933358621416817300e+02
1.181050416917682378e+04,2.947605196391160121e+02
1.092995666943170727e+04,2.903332089205908915e+02
1.080054880080606927e+04,2.965380087877236406e+02
9.538176644567729454e+03,2.926907601464674826e+02
8.310218122791615315e+03,3.340724797624141047e+02
8.105345402995651057e+03,2.973039737602001082e+02
1.267272080570966136e+04,2.845180701098506120e+02
8.014052388868059097e+03,3.085935287172521839e+02
1.242823287059674112e+04,2.865457298235933763e+02
1.218451869056394207e+04,2.864193069602798118e+02
8.851988711282308941e+03,2.880003391030226680e+02
1.115756426174870285e+04,2.735424202304026835e+02
1.088168175374456405e+04,2.879779803201500954e+02
8.337654108507304045e+03,3.053997447726217729e+02
9.653163208815429243e+03,3.190455125216378178e+02
1.089547690733770651e+04,2.696224559486029762e+02
1.268689006613840502e+04,2.867590981999510973e+02
1.222117966922140113e+04,2.919864170172315880e+02
9.512848464777231129e+03,3.136425008647880759e+02
1.064360095113868738e+04,3.012058348264872052e+02
1.146871962314809025e+04,3.137925640763485262e+02
